Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_3827,BC 3828,S 146,Neotropical,South America,TSMB,Costa Rica,Arelis,8.70663,-83.01185,Artibeus jamaicensis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3828,BC 3829,S 146,Neotropical,South America,TSMB,Costa Rica,Arelis,8.70663,-83.01185,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3829,BC 3830,S 146,Neotropical,South America,TSMB,Costa Rica,Arelis,8.70663,-83.01185,Phyllostomus hastatus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3830,BC 3831,S 146,Neotropical,South America,TSMB,Costa Rica,Cueva 3 No Name,8.70406,-83.01203,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3831,BC 3832,S 146,Neotropical,South America,TSMB,Costa Rica,Cueva 5 No Name,8.70483,-83.01393,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3832,BC 3833,S 146,Neotropical,South America,TSMB,Costa Rica,Cueva 1 No Name,8.70432,-83.01688,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3833,BC 3834,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3834,BC 3835,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3835,BC 3836,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3836,BC 3837,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Natalus mexicanus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3837,BC 3838,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3838,BC 3839,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3839,BC 3840,S 146,Neotropical,South America,TSMB,Costa Rica,Emus,8.70424,-83.01992,Peropteryx macrotis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3840,BC 3841,S 146,Neotropical,South America,TSMB,Costa Rica,Bamboo Pozo,8.71397,-83.02953,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3841,BC 3842,S 146,Neotropical,South America,TSMB,Costa Rica,Bamboo Pozo,8.71397,-83.02953,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3842,BC 3843,S 146,Neotropical,South America,TSMB,Costa Rica,Lagrima Pozo,8.71299,-83.02978,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3843,BC 3844,S 146,Neotropical,South America,TSMB,Costa Rica,Sapo Gordo Pozo,8.7141,-83.0309,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3844,BC 3845,S 146,Neotropical,South America,TSMB,Costa Rica,Arbol Caido,8.71377,-83.03134,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3845,BC 3846,S 146,Neotropical,South America,TSMB,Costa Rica,Arbol Caido,8.71377,-83.03134,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3846,BC 3847,S 146,Neotropical,South America,TSMB,Costa Rica,Titi Mono,8.7141,-83.03204,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3847,BC 3848,S 146,Neotropical,South America,TSMB,Costa Rica,Caballo Muerto,8.71647,-83.03204,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3848,BC 3849,S 146,Neotropical,South America,TSMB,Costa Rica,Caballo Muerto,8.71647,-83.03204,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3849,BC 3850,S 146,Neotropical,South America,TSMB,Costa Rica,Gran Madre,8.71611,-83.03292,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3850,BC 3851,S 146,Neotropical,South America,TSMB,Costa Rica,Gran Madre,8.71611,-83.03292,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3851,BC 3852,S 146,Neotropical,South America,TSMB,Costa Rica,Gran Madre,8.71611,-83.03292,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3852,BC 3853,S 146,Neotropical,South America,TSMB,Costa Rica,Gran Madre,8.71611,-83.03292,Lonchorhina aurita,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3853,BC 3854,S 146,Neotropical,South America,TSMB,Costa Rica,Gran Madre,8.71611,-83.03292,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3854,BC 3855,S 146,Neotropical,South America,TSMB,Costa Rica,Final 7 Pozo,8.71636,-83.03339,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3855,BC 3856,S 146,Neotropical,South America,TSMB,Costa Rica,Buena Cueva,8.7191,-83.03477,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3856,BC 3857,S 146,Neotropical,South America,TSMB,Costa Rica,Buena Cueva,8.7191,-83.03477,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3857,BC 3858,S 146,Neotropical,South America,TSMB,Costa Rica,Cinco Milliones,8.71779,-83.03497,Peropteryx kappleri,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3858,BC 3859,S 146,Neotropical,South America,TSMB,Costa Rica,Cinco Milliones,8.71779,-83.03497,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3859,BC 3860,S 146,Neotropical,South America,TSMB,Costa Rica,Cinco Milliones,8.71779,-83.03497,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3860,BC 3861,S 146,Neotropical,South America,TSMB,Costa Rica,Cinco Milliones,8.71779,-83.03497,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3861,BC 3862,S 146,Neotropical,South America,TSMB,Costa Rica,Aprendizaje Pozo,8.71847,-83.03566,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3862,BC 3863,S 146,Neotropical,South America,TSMB,Costa Rica,Afrodiziaco Pozo,8.71898,-83.03654,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3863,BC 3864,S 146,Neotropical,South America,TSMB,Costa Rica,Los Suenos,8.71442,-83.10492,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3864,BC 3865,S 146,Neotropical,South America,TSMB,Costa Rica,Los Suenos,8.71442,-83.10492,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3865,BC 3866,S 146,Neotropical,South America,TSMB,Costa Rica,Los Suenos,8.71442,-83.10492,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3866,BC 3867,S 146,Neotropical,South America,TSMB,Costa Rica,Los Suenos,8.71442,-83.10492,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3867,BC 3868,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Anoura sp.,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3868,BC 3869,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3869,BC 3870,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3870,BC 3871,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Lonchophylla robusta,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3871,BC 3872,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3872,BC 3873,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3873,BC 3874,S 146,Neotropical,South America,TSMB,Costa Rica,Laguna Perdida,8.72667,-83.18448,Phyllostomus hastatus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3874,BC 3875,S 146,Neotropical,South America,TSMB,Costa Rica,Piedras Blancas 2,8.72824,-83.18633,Anoura sp.,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3875,BC 3876,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 2 Tunnel,8.94883,-83.32741,Artibeus jamaicensis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3876,BC 3877,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 2 Tunnel,8.94883,-83.32741,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3877,BC 3878,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 2 Tunnel,8.94883,-83.32741,Artibeus jamaicensis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3878,BC 3879,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 2 Tunnel,8.94883,-83.32741,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3879,BC 3880,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 2 Tunnel,8.94883,-83.32741,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3880,BC 3881,S 146,Neotropical,South America,TSMB,Costa Rica,Ice 1 Tunnel,8.94936,-83.32832,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3881,BC 3882,S 146,Neotropical,South America,TSMB,Costa Rica,Dos Brazos,8.60741,-83.50442,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3882,BC 3883,S 146,Neotropical,South America,TSMB,Costa Rica,Dos Brazos,8.60741,-83.50442,Glossophaga soricina,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3883,BC 3884,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3884,BC 3885,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3885,BC 3886,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Glossophaga soricina,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3886,BC 3887,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Lonchophylla robusta,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3887,BC 3888,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Trachops cirrhosus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3888,BC 3889,S 146,Neotropical,South America,MAN,Costa Rica,Bombasa,8.79163,-83.62692,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3889,BC 3890,S 146,Neotropical,South America,TSMB,Costa Rica,Tortuga,9.0798,-83.67053,Pteronotus gymnonotus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3890,BC 3891,S 146,Neotropical,South America,TSMB,Costa Rica,Tortuga,9.0798,-83.67053,Pteronotus gymnonotus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3891,BC 3892,S 146,Neotropical,South America,TSMB,Costa Rica,Tortuga,9.0798,-83.67053,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3892,BC 3893,S 146,Neotropical,South America,TSMB,Costa Rica,Ventana,9.09183,-83.67803,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3893,BC 3894,S 146,Neotropical,South America,TSMB,Costa Rica,Arco,9.12923,-83.71408,No cave bat population,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3894,BC 3895,S 146,Neotropical,South America,TSMB,Costa Rica,San Josecito,8.64778,-83.71581,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3895,BC 3896,S 146,Neotropical,South America,TSMB,Costa Rica,San Josecito,8.64778,-83.71581,Desmodus rotundus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3896,BC 3897,S 146,Neotropical,South America,TSMB,Costa Rica,San Josecito,8.64778,-83.71581,Lonchophylla concava,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3897,BC 3898,S 146,Neotropical,South America,TSMB,Costa Rica,Campanario,8.64303,-83.72319,Pteronotus gymnonotus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3898,BC 3899,S 146,Neotropical,South America,TSMB,Costa Rica,Campanario,8.64303,-83.72319,Pteronotus parnellii,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3899,BC 3900,S 146,Neotropical,South America,TSMB,Costa Rica,Campanario,8.64303,-83.72319,Pteronotus personatus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3900,BC 3901,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Artibeus jamaicensis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3901,BC 3902,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Artibeus jamaicensis,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3902,BC 3903,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Carollia perspicillata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3903,BC 3904,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Lonchophylla concava,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3904,BC 3905,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Saccopteryx bilineata,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3905,BC 3906,S 146,Neotropical,South America,TSMB,Costa Rica,San Pedrillo,8.63583,-83.72985,Trachops cirrhosus,"Deleva, S., & Chaverri, G. (2018). Diversity and conservation of cave-dwelling bats in the Brunca Region of Costa Rica. Diversity, 10(2), 43.",https://www.mdpi.com/1424-2818/10/2/43
Dataset_2_3906,BC 3907,S 147,Neotropical,South America,TSDB,Brazil,Caverna do Arapua,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3907,BC 3908,S 147,Neotropical,South America,TSDB,Brazil,Caverna do Arapua,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3908,BC 3909,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3909,BC 3910,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
