Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_6164,BC 6165,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Pteronotus parnelli,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6165,BC 6166,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6166,BC 6167,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6167,BC 6168,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Eptesicus fuscus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6168,BC 6169,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Mormoops blainvillei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6169,BC 6170,S 194,Neotropical,South America,TSDB,Cuba,Cueva Abraham,23.0092,-81.4718,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6170,BC 6171,S 194,Neotropical,South America,TSDB,Cuba,Cueva Abraham,23.0092,-81.4718,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6171,BC 6172,S 194,Neotropical,South America,TSDB,Cuba,Cueva Abraham,23.0092,-81.4718,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6172,BC 6173,S 194,Neotropical,South America,TSDB,Cuba,Cueva Cazuela I,23.0092,-81.4718,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6173,BC 6174,S 194,Neotropical,South America,TSDB,Cuba,Cueva Cazuela III,23.0092,-81.4718,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6174,BC 6175,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6175,BC 6176,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Phyllonycteris poeyi,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6176,BC 6177,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Erophylla sezekorni,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6177,BC 6178,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Mormoops blainvillei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6178,BC 6179,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Pteronotus parnelli,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6179,BC 6180,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Pteronotus macleayi,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6180,BC 6181,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Pteronotus quadridens,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6181,BC 6182,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Brachyphylla nana,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6182,BC 6183,S 194,Neotropical,South America,TSDB,Cuba,Cueva Gato Jíbaro,23.0092,-81.4718,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6183,BC 6184,S 194,Neotropical,South America,DES,Cuba,Cueva Los Bichos,23.017,-81.5361,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6184,BC 6185,S 194,Neotropical,South America,DES,Cuba,Cueva Los Bichos,23.017,-81.5361,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6185,BC 6186,S 194,Neotropical,South America,TSDB,Cuba,Cueva La Campana (Simpson),23.0602,-81.5876,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6186,BC 6187,S 194,Neotropical,South America,TSDB,Cuba,Cueva La Campana (Simpson),23.0602,-81.5876,Brachyphylla nana,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
