Dataset_sequence_ID,Data_Entry,Cave_Datas,Biogeographical.realm,Region,Country,Cave_Name,Latitude,Longitude,Canopy.cov,Tree.dens,Freshwater.dist,Bareground.change,Shortveg.change,Talltree.change,Urban.dist,Road.dist,Mine.dens,Nighlight,Pesticide.exp,Pop.dens
Dataset_3_1647,BC 6236,S 195,Neotropical,South America,Bolivia,Miserendino (Mis),-18.36037,-59.50118,0,91177.4,107414,0,0,0,5828.43,4828.43,0,56,0,2.1608
Dataset_3_1648,BC 6259,S 196,Austral-Oceania,Australia,Australia,Seery Road Cave,-29.11085,152.80974,0,56742.9,13414.2,0,0,0,30656.9,3000,0,49,0,0.56849
Dataset_3_1649,BC 6494,S 236,Neotropical,North America,Mexico,La Mina,15.91444,-95.58361,0,0,5414.21,0,0,0,0,0,0,24,0,0
Dataset_3_1650,BC 6503,S 236,Neotropical,North America,Mexico,El Apanguito,15.86611,-95.64633,0,0,5414.21,0,0,0,0,0,0,24,0,0
Dataset_3_1651,BC 512,S 027,Palearctic,Asia,Iran,"Darab, Sahlak (Mozafar cave)",30.23333,52.08583,0,0,17.4853,0,0,0,1414.21,3414.21,0,122,0,30.8946
Dataset_3_1652,BC 1140,S 038,Palearctic,Europe,Bulgaria,Desni Suhi Pech cave,42.96667,22.71667,0,0,-9999,0,-26,26,2828.43,4242.64,0,62,0,0.42444
Dataset_3_1653,BC 1141,S 038,Palearctic,Europe,Bulgaria,"Levi suhi petch cave, v. Dolni lom",42.96667,22.71667,0,0,-9999,0,-26,26,2828.43,4242.64,0,62,0,0.42444
Dataset_3_1654,BC 2432,S 071,Neotropical,South America,Brazil,Gruta de pedra no Bosque Rodrigues Alves (Bel»m),-10.52639,-46.80972,0,0,5.35721,0,3,0,22828.4,3828.43,0,74,0,0.255
Dataset_3_1655,BC 4034,S 150,Indomalayan,Asia,China,Sunmen CH 2,33.60719,111.47071,0,35156.5,7.46895,-2,-27,30,17899.5,4828.43,0,40,0,95.3951
Dataset_3_1656,BC 4095,S 150,Indomalayan,Asia,China,Chantang CH 2,34.04798,112.1203,0,0,13.8284,0,-17,19,6414.21,4242.64,0,44,0,244.014
Dataset_3_1657,BC 4151,S 150,Palearctic,Asia,China,Minggang CH 2,31.61528,114.78262,28,60867.6,2.82843,0,-18,19,4414.21,3414.21,0,40,0,168.273
Dataset_3_1658,BC 4377,S 158,Palearctic,Asia,China,Yaowang,35.367,113.221,0,0,27,-10,-13,23,5828.43,4242.64,0,46,0,93.4568
Dataset_3_1659,BC 4748,S 162,Indomalayan,Asia,China,Mangshi,24.26127,98.35165,0,0,12.5053,-2,-19,22,10414.2,3000,0,50,0,169.66
Dataset_3_1660,BC 6241,S 195,Neotropical,South America,Bolivia,Mono 3 (M3),-18.28369,-59.69608,0,104251,108066,0,0,0,5656.85,5242.64,0,59,0,2.1608
Dataset_3_1661,BC 1155,S 038,Palearctic,Europe,Bulgaria,Preliparnika,43.1,22.8,0,0,-9999,-2,-24,27,6414.21,5828.43,0,65,0,2.04848
Dataset_3_1662,BC 2111,S 053,Nearctic,North America,Canada,Underground Lake,45.85934,-64.68143,0,67449.9,70.4142,0,0,0,7828.43,3828.43,0,32,0,5.46353
Dataset_3_1663,BC 3882,S 146,Neotropical,South America,Costa Rica,Dos Brazos,8.60741,-83.50442,35,36199,7.07107,0,0,0,7242.64,3000,397.887,38,0,6.11416
Dataset_3_1664,BC 4148,S 150,Indomalayan,Asia,China,Nanxiangdian CH 2,31.91405,114.77571,0,0,2.82843,0,0,1,9656.85,3000,0,68,0,273.911
Dataset_3_1665,BC 5099,S 171,Palearctic,Asia,China,Huangjianshu CH 3,33.89835,112.08425,0,0,11.2426,0,-25,26,15727.9,3828.43,0,48,0,31.7106
Dataset_3_1666,BC 2118,S 054,Nearctic,North America,United States,Hendricks Mine,45.15548,-112.99698,0,0,17.9706,8,-7,0,21899.5,5414.21,1740.76,64,0,0
Dataset_3_1667,BC 2156,S 055,Nearctic,North America,United States,Hendricks Mine,45.15548,-112.99698,0,0,17.9706,8,-7,0,21899.5,5414.21,1740.76,64,0,0
Dataset_3_1668,BC 4254,S 157,Indomalayan,Asia,China,Qingyang,30.51436,117.85858,27,48832.8,17.1421,0,-21,20,4242.64,3000,0,40,0,71.5189
Dataset_3_1669,BC 4375,S 158,Palearctic,Asia,China,Kongqiushan,35.339,113.183,0,0,27,-13,0,9,2828.43,3000,0,50,0,719.847
Dataset_3_1670,BC 5732,S 191,Neotropical,South America,Brazil,Gruta do Demar,-12.73296,-46.37787,0,0,-9999,0,12,-14,7414.21,0,0,87,0,2.12645
Dataset_3_1671,BC 005,S 002,Afrotropical,Africa,Madagascar,PNTB,-19.11667,44.93333,0,54742.5,21.9706,2,9,-12,88071.1,4242.64,0,86,0,19.115
Dataset_3_1672,BC 3394,S 129,Afrotropical,Africa,Madagascar,Manantantely,24.98333,46.9,0,0,23.4853,0,0,0,0,5656.85,0,264,0,655.019
Dataset_3_1673,BC 4679,S 160,Palearctic,Asia,China,Zhangcun-1,34.5665,111.28333,0,0,9.22923,-2,-19,22,14142.1,2828.43,0,55,0,184.922
Dataset_3_1674,BC 1734,S 045,Palearctic,Europe,Slovakia,Alabastrova jaskyna,49.2,20.2,0,0,14.8995,0,0,0,5242.64,4242.64,0,94,0,9.27451
Dataset_3_1675,BC 4545,S 159,Indomalayan,Asia,China,Longshan,29.40431,109.48219,0,43296.7,6.82843,-1,-22,23,3828.43,4414.21,99.4718,43,0,236.782
Dataset_3_1676,BC 4701,S 160,Indomalayan,Asia,China,chantang,33.89193,112.09354,0,0,11.2426,0,-25,26,16727.9,4242.64,0,40,0,31.0323
Dataset_3_1677,BC 1289,S 038,Palearctic,Europe,Bulgaria,Tyulenovata,42.93333,24.46667,30,61134.1,48.1127,0,-18,18,11828.4,4242.64,0,43,0,9.12092
Dataset_3_1678,BC 2343,S 065,Neotropical,South America,Brazil,Caverna do Arapua BRL 1,-5.51837,-37.61071,0,0,-9999,0,0,0,1000,5000,0,94,0,5.91229
Dataset_3_1679,BC 4198,S 154,Indomalayan,Asia,China,Mianyang 1,32.08025,104.58984,0,36233.5,6.72113,-1,-15,16,13485.3,4000,0,33,0,71.4668
Dataset_3_1680,BC 4201,S 155,Indomalayan,Asia,China,Mianyang,32.08025,104.58984,0,36233.5,6.72113,-1,-15,16,13485.3,4000,0,33,0,71.4668
Dataset_3_1681,BC 5215,S 179,Palearctic,Asia,China,Zhejiang_Muhuakengcun,29.26806,118.64639,32,47837.1,22.4142,0,-14,14,14242.6,4000,0,36,0,42.4287
Dataset_3_1682,BC 5523,S 186,Palearctic,Europe,Spain,Natura 2000 Cave_37.7892-1.9408,37.7892,-1.9408,0,0,55.6569,-19,18,0,7656.85,6242.64,0,85,0,65.5524
Dataset_3_1683,BC 5526,S 186,Palearctic,Europe,Spain,Natura 2000 Cave_37.7911-1.9361,37.7911,-1.9361,0,0,55.7279,-19,18,0,7656.85,6242.64,0,86,0,65.5524
Dataset_3_1684,BC 6242,S 195,Neotropical,South America,Bolivia,Motacucito (MTO),-19.05967,-57.91698,0,51739.7,12727.9,0,0,0,8485.28,3828.43,0,63,0,1.87569
Dataset_3_1685,BC 002,S 001,Afrotropical,Africa,South Africa,Umkomaas,-30.21667,30.86667,0,0,4,0,0,0,0,0,0,24,0,0
Dataset_3_1686,BC 606,S 027,Afrotropical,Asia,Iran,"Darab, Dehkheir-e sofla",28.63333,54.58333,0,0,8.41421,-47,47,0,2000,5242.64,0,132,0,32.1137
Dataset_3_1687,BC 2924,S 107,Neotropical,South America,Brazil,Caverna (Ilha do Cardoso),-25.05,-47.88333,0,0,0,0,0,0,0,0,49.7359,66,0,0
Dataset_3_1688,BC 3149,S 124,Neotropical,South America,Brazil,Gruta de Terra Boa,-25.21611,-49.52306,0,37375.2,51.799,0,-22,22,7000,4414.21,0,50,0,9.48093
Dataset_3_1689,BC 3395,S 129,Afrotropical,Africa,Madagascar,Toliara,24.98905,46.92283,0,0,23.4853,0,0,0,0,5000,0,308,0,655.019
Dataset_3_1690,BC 4018,S 150,Indomalayan,Asia,China,Sangping CH 2,33.66073,111.24763,0,0,12.2473,-2,-13,17,15556.4,3414.21,0,58,0,77.4954
Dataset_3_1691,BC 4704,S 161,Indomalayan,Asia,China,Sangping,33.66528,111.27976,0,44232.8,9.25186,-1,-24,27,17556.3,5828.43,0,41,0,77.4954
Dataset_3_1692,BC 4754,S 162,Indomalayan,Asia,China,Yongde,24.01159,99.15303,0,47966.3,12.4926,-2,-10,12,6000,5242.64,0,42,0,157.202
Dataset_3_1693,BC 5909,S 193 1M,Palearctic,Africa,Tunisia,Djebel Gloub cave,36.65,8.56667,0,0,20.1421,-2,0,0,7414.21,3828.43,0,95,0,118.322
Dataset_3_1694,BC 5909,S 193 1M,Palearctic,Africa,Tunisia,Djebel Gloub cave,36.65,8.56667,0,0,20.1421,-2,0,0,7414.21,3828.43,0,95,0,118.322
Dataset_3_1695,BC 6028,S 193 1F,Palearctic,Africa,Tunisia,Djebel Zaghouan (mine Sioitayeaa),36.35,10.11667,0,0,17,0,0,0,2414.21,5242.64,0,117,0,80.2392
Dataset_3_1696,BC 6030,S 193 1B,Palearctic,Africa,Tunisia,Djebel Zaghouan cave,36.35,10.11667,0,0,18,0,0,0,2414.21,5242.64,0,117,0,80.2392
Dataset_3_1697,BC 6031,S 193 1J,Palearctic,Africa,Tunisia,Djebel Zaghouan cave,36.35,10.11667,0,0,18,0,0,0,2414.21,5242.64,0,117,0,80.2392
Dataset_3_1698,BC 6240,S 195,Neotropical,South America,Bolivia,Mono 2 (M2),-18.27911,-59.69929,0,76009.5,107480,0,0,0,6242.64,4242.64,0,54,0,2.1608
Dataset_3_1699,BC 6350,S 201,Palearctic,Asia,Iran,Shabpare cave,30.26667,53.16667,0,0,37284.3,0,0,0,3000,5000,0,118,0,19.4244
Dataset_3_1700,BC 6355,S 201,Palearctic,Asia,Iran,Shoei cave,30.26667,53.16667,0,0,37284.3,0,0,0,3000,5000,0,118,0,19.4244
Dataset_3_1701,BC 6424,S 227,Palearctic,Asia,Indonesia,Mara Kallang cave,-4.87872,119.76667,26,0,9414.21,0,0,0,10899.5,4242.64,0,48,0,438.695
Dataset_3_1702,BC 3160,S 124,Neotropical,South America,Brazil,Ermida do Maciel,-24.75222,-49.09611,0,57968.6,22.6569,0,0,0,11485.3,3828.43,198.944,37,0,1.59866
Dataset_3_1703,BC 4676,S 160,Indomalayan,Asia,China,Zhangcun-2,34.53973,111.25656,27,0,9.26786,0,-22,23,15142.1,5414.21,0,48,0,184.922
Dataset_3_1704,BC 4888,S 167,Indomalayan,Asia,China,Libo,25.39118,107.90634,26,35550.3,4.24264,0,0,0,0,4414.21,0,82,0,275.549
Dataset_3_1705,BC 5161,S 178,Indomalayan,Asia,China,Niudong,29.20972,109.43111,0,0,5.41421,-3,-28,33,15414.2,5000,0,55,0,152.194
Dataset_3_1706,BC 409,S 018,Indomalayan,Asia,Indonesia,Abanalio,-0.35417,130.9825,0,0,32.5563,0,0,0,16313.7,4000,0,21,0,7.65223
Dataset_3_1707,BC 4131,S 150,Palearctic,Asia,China,Naping CH 2,35.66483,113.80853,0,0,25.2132,-13,0,9,13414.2,3414.21,0,65,0,346.545
Dataset_3_1708,BC 4195,S 153,Indomalayan,Asia,China,Luodian,25.42485,106.75142,0,0,13.2426,-4,-9,11,0,3000,0,610,0,347.021
Dataset_3_1709,BC 592,S 027,Palearctic,Asia,Iran,"Larestan, Bonow cave",27.36667,53.88333,0,0,8.41421,15,-15,0,1000,6000,0,134,0,15.5021
Dataset_3_1710,BC 1148,S 038,Palearctic,Europe,Bulgaria,Haidushka cave,43.1,22.75,0,39809.4,-9999,0,-23,25,5828.43,5242.64,0,58,0,12.9735
Dataset_3_1711,BC 3310,S 127,Indomalayan,Asia,Myanmar,Sin Lae,21.19173,96.55497,0,39232,10.4142,0,0,0,7242.64,4242.64,0,42,0,29.8088
Dataset_3_1712,BC 593,S 027,Palearctic,Asia,Iran,"Marvdasht, Khafrak cave",29.88333,53.88333,0,0,8.41421,0,0,0,4828.43,4000,0,104,0,11.7364
Dataset_3_1713,BC 6239,S 195,Neotropical,South America,Bolivia,Mono 1 (M1),-18.26006,-59.7158,0,64690.1,107652,0,0,0,7828.43,5656.85,0,54,0,2.1608
Dataset_3_1714,BC 1625,S 044,Palearctic,Europe,Italy,E-RE 154- Tanone Grande della Gacciolina,44.3,9.1,0,0,35.5269,0,0,0,0,0,0,26,0,0
Dataset_3_1715,BC 2910,S 105,Neotropical,South America,Brazil,Caverna Itamb»,-21.06806,-47.43722,0,0,5.37653,-2,-5,9,4828.43,6242.64,0,61,51598,2.47132
Dataset_3_1716,BC 2911,S 105,Neotropical,South America,Brazil,Caverna SertÑozinho de cima,-21.065,-47.43333,0,0,5.37653,-2,-5,9,3828.43,6242.64,0,66,51598,2.47132
Dataset_3_1717,BC 6507,S 236,Neotropical,North America,Mexico,Cerro Huatulco,15.84972,-95.64881,0,0,6828.43,0,0,0,0,0,0,21,0,0
Dataset_3_1718,BC 397,S 018,Indomalayan,Asia,Indonesia,Mamahmon,-0.29844,130.79917,0,0,29.0711,0,0,0,14414.2,4828.43,0,24,0,7.65223
Dataset_3_1719,BC 2345,S 065,Neotropical,South America,Brazil,Gruta Casa de Homens BRL 1,-5.57627,-37.57381,0,0,-9999,0,0,0,4828.43,4000,0,87,0,3.10127
Dataset_3_1720,BC 4160,S 150,Palearctic,Asia,China,Hushan CH 2,31.77243,115.2165,0,0,14.0711,-11,-9,18,11071.1,6656.85,0,40,0,444.396
Dataset_3_1721,BC 697,S 030,Palearctic,Asia,Iran,Koolkani,32.98333,47.7,0,0,9.41421,0,0,0,4000,4828.43,0,99,0,44.1265
Dataset_3_1722,BC 1434,S 038,Palearctic,Europe,Bulgaria,Lednitsa,43.16667,26.58333,27,56948.3,34.1421,0,-30,32,4414.21,4828.43,0,37,0,78.2602
Dataset_3_1723,BC 1438,S 038,Palearctic,Europe,Bulgaria,Subatta,43.16667,26.58333,27,56948.3,14.0711,0,-30,32,4414.21,4828.43,0,37,0,78.2602
Dataset_3_1724,BC 4258,S 157,Indomalayan,Asia,China,Xiuning,29.63256,118.06046,31,49857.1,17.1421,0,0,0,13071.1,3000,0,31,0,54.9395
Dataset_3_1725,BC 5188,S 178,Indomalayan,Asia,China,Baopingcun,28.81556,110.03972,0,0,19.8995,0,-11,13,8000,4242.64,0,44,0,133.201
Dataset_3_1726,BC 5734,S 191,Neotropical,South America,Brazil,Fiol 095,-12.93738,-46.36499,0,0,-9999,0,8,-9,6000,5242.64,0,69,0,0.6404
Dataset_3_1727,BC 5738,S 191,Neotropical,South America,Brazil,Morro Alegre,-12.82906,-46.36341,0,0,-9999,0,13,-14,6000,5242.64,0,76,0,0.63743
Dataset_3_1728,BC 399,S 018,Indomalayan,Asia,Indonesia,Kalepale,-0.28833,130.82083,0,0,19.0711,0,0,0,15000,0,0,21,0,7.65223
Dataset_3_1729,BC 4016,S 150,Indomalayan,Asia,China,Longquanping CH 2,33.66251,111.08345,0,0,12.2473,0,-29,30,11828.4,4000,0,40,0,45.3276
Dataset_3_1730,BC 4591,S 159,Indomalayan,Asia,China,Yongshun B,29.00754,109.87083,0,0,27,-1,-15,16,2000,6656.85,0,63,0,672.667
Dataset_3_1731,BC 509,S 027,Palearctic,Asia,Iran,"Sepidan, Angareh-Minu cave",30.31667,52.03333,0,0,17.4853,-14,15,0,3414.21,5242.64,0,109,0,30.8946
Dataset_3_1732,BC 1142,S 038,Palearctic,Europe,Bulgaria,Pech,43.45,22.71667,26,35310.1,-9999,0,-11,11,11899.5,5242.64,0,40,0,5.13451
Dataset_3_1733,BC 4033,S 150,Palearctic,Asia,China,Bianfudong CH 2,33.49178,111.38088,31,0,7.51032,0,-22,22,14727.9,6242.64,0,41,0,89.8633
Dataset_3_1734,BC 5718,S 191,Neotropical,South America,Brazil,Gruta do Elielton,-12.77119,-46.47997,0,0,-9999,0,0,0,12828.4,1000,0,88,0,2.55071
Dataset_3_1735,BC 5719,S 191,Neotropical,South America,Brazil,Gruta do Criminoso,-12.63842,-46.4598,0,0,-9999,0,15,-15,12828.4,5000,0,93,0,1.51642
Dataset_3_1736,BC 3157,S 124,Neotropical,South America,Brazil,Gruta do Rocha,-24.74722,-49.11111,0,37485.7,12.0711,0,0,0,10899.5,4828.43,198.944,51,0,1.4541
Dataset_3_1737,BC 3751,S 140,Afrotropical,Africa,Kenya,Kambito,3.39031,38.36606,0,0,18.7279,0,0,0,44213.2,5828.43,0,88,0,0.62241
Dataset_3_1738,BC 5522,S 186,Palearctic,Europe,Spain,Natura 2000 Cave_37.8296-1.9529,37.8296,-1.9529,0,0,55.6569,0,0,0,4414.21,4414.21,0,73,0,65.5524
Dataset_3_1739,BC 6491,S 235,Afrotropical,Africa,Gabon,Djibilong cave,1.6,13.76667,31,42728.3,42284.3,0,0,0,122000,23656.9,0,39,0,1.86166
Dataset_3_1740,BC 4760,S 162,Palearctic,Asia,China,Shuanbo,24.41311,101.38264,0,0,12.0691,0,-7,9,30242.6,4828.43,0,26,0,45.8161
Dataset_3_1741,BC 5280,S 182,Afrotropical,Africa,Kenya,Guano Cave 1,-2.3212,37.69274,0,0,12.6569,0,0,0,10071.1,5000,0,67,0,25.6447
Dataset_3_1742,BC 5576,S 186,Palearctic,Europe,Spain,Natura 2000 Cave_38.4643-1.4707,38.4643,-1.4707,0,0,25.4558,0,0,0,7000,5828.43,0,106,0,31.4525
Dataset_3_1743,BC 2213,S 058,Neotropical,South America,Brazil,Cachoeira,-19.05306,-44.41917,0,0,-9999,-4,0,0,10071.1,4000,0,78,0,0.91481
Dataset_3_1744,BC 3980,S 148,Palearctic,Africa,Tunisia,Bat caves,35.29025,9.48917,0,0,6.24264,15,-15,0,3414.21,4000,0,120,0,65.6688
Dataset_3_1745,BC 5756,S 191,Neotropical,South America,Brazil,Gruta do Melado,-12.91479,-46.3543,0,0,-9999,0,8,-9,10414.2,5656.85,0,75,0,0.63743
Dataset_3_1746,BC 5771,S 192,Neotropical,South America,Brazil,Gruta I Vale do Rio Doce area,-19.17972,-57.50639,0,34472.8,3,0,0,0,22899.5,1000,0,47,0,1.39638
Dataset_3_1747,BC 5772,S 192,Neotropical,South America,Brazil,Senhor natal,-20.73667,-56.78889,0,34472.8,3,0,21,-21,22899.5,4000,0,64,0,4.10081
Dataset_3_1748,BC 5974,S 193 1G,Afrotropical,Africa,Tunisia,Bat cave of Jebel Errwa,35.29074,9.49028,0,0,5.41421,15,-15,0,3414.21,4000,0,120,0,65.6688
Dataset_3_1749,BC 555,S 027,Palearctic,Asia,Iran,"Ghader abad, Hana cave",28.26667,53.25,0,0,2.41421,0,0,0,5242.64,5656.85,0,97,0,15.5021
Dataset_3_1750,BC 674,S 030,Palearctic,Asia,Iran,Aghamir,33.38333,46.76667,0,0,25.3848,-11,11,0,6828.43,7071.07,0,101,0,14.6601
Dataset_3_1751,BC 681,S 030,Palearctic,Asia,Iran,Darhamreh,32.91667,46.96667,0,0,40.1838,0,0,0,9656.85,7656.85,0,88,0,11.0025
Dataset_3_1752,BC 4944,S 168,Indomalayan,Asia,China,Lianhuadong,27.4805,109.19448,0,0,5.82843,-5,-16,19,3000,4414.21,0,67,0,174.302
Dataset_3_1753,BC 6342,S 201,Palearctic,Asia,Iran,Kamtaran cave,36.01667,47.56667,0,0,68669,0,0,0,9414.21,4414.21,0,111,0,14.6673
Dataset_3_1754,BC 4759,S 162,Indomalayan,Asia,China,Mengla,21.27438,101.33479,0,0,12.1169,0,-24,24,13828.4,5656.85,0,41,0,61.9492
Dataset_3_1755,BC 5521,S 186,Palearctic,Europe,Spain,Natura 2000 Cave_37.7852-1.9885,37.7852,-1.9885,0,0,55.6569,-12,0,0,8485.28,6656.85,0,64,0,65.5524
Dataset_3_1756,BC 668,S 030,Palearctic,Asia,Iran,Taygah,33.31667,46.58333,0,0,25.3848,-18,18,0,0,9000,0,115,0,14.6601
Dataset_3_1757,BC 6361,S 201,Palearctic,Asia,Iran,Tange rad cave,33.88333,47.05,0,0,59497.5,0,0,0,5000,4414.21,0,115,0,201.106
Dataset_3_1758,BC 472,S 027,Afrotropical,Asia,Iran,"Kazerun, Khesht cave",28.56667,51.5,0,0,9.41421,0,0,0,5242.64,6242.64,0,100,0,16.7884
Dataset_3_1759,BC 2200,S 057,Neotropical,South America,Brazil,Agua Quente,-24.56667,-48,0,0,5.89458,0,0,0,6828.43,6000,198.944,59,0,10.402
Dataset_3_1760,BC 3049,S 116,Neotropical,South America,Brazil,Gruta do Jeremias,-24.63333,-48.7,27,38595,18.3137,0,0,0,15313.7,6242.64,99.4718,41,0,0.62074
Dataset_3_1761,BC 3130,S 122,Neotropical,South America,Brazil,Gruta do Pinheirinho,-25,-49.63333,0,0,51.799,0,0,0,10899.5,6242.64,0,57,0,6.70784
Dataset_3_1762,BC 5831,S 192,Neotropical,South America,Brazil,Jeremias,-24.6375,-48.70056,25,38595,40.2843,0,0,0,15313.7,6242.64,99.4718,40,0,1.48738
Dataset_3_1763,BC 2199,S 057,Neotropical,South America,Brazil,Alambari,-24.66667,-48.66667,0,48747.9,9.07107,0,0,0,17000,5000,99.4718,41,0,1.42818
Dataset_3_1764,BC 2303,S 063,Neotropical,South America,Curacao,Kueba di Koral Tabak,-12.1695,-68.99002,36,40445.8,7.07107,0,0,0,19142.1,7000,0,40,0,0.88056
Dataset_3_1765,BC 2304,S 063,Neotropical,South America,Curacao,Kueba di San Pedro,-12.1695,-68.99002,36,40445.8,7.07107,0,0,0,19142.1,7000,0,40,0,0.88056
Dataset_3_1766,BC 2533,S 072,Neotropical,South America,Brazil,°rea c∑rstica,-15.45,-57.31667,0,54852.4,3.41421,0,12,-12,15071.1,4828.43,0,49,0,1.07149
Dataset_3_1767,BC 4883,S 167,Indomalayan,Asia,China,Jialiang,25.56964,107.72523,0,0,13.0711,0,-7,8,12899.5,8242.64,0,66,0,133.464
Dataset_3_1768,BC 5282,S 182,Afrotropical,Africa,Kenya,Guano Cave 2,-2.33727,37.7082,0,0,27.1421,0,0,0,9899.5,5656.85,0,70,0,14.6759
Dataset_3_1769,BC 5283,S 182,Afrotropical,Africa,Kenya,Guano Cave 3,-2.33953,37.70911,0,0,11.4853,0,0,0,9899.5,5656.85,0,64,0,0.13942
Dataset_3_1770,BC 566,S 027,Afrotropical,Asia,Iran,"Jahrom, Gorm, Tang-e Tekhe cave",28.73333,53.31667,0,0,4.41421,0,0,0,8242.64,5414.21,0,105,0,38.6334
Dataset_3_1771,BC 3099,S 117,Neotropical,South America,Brazil,Gruta do Minotauro,-24.25,-48.45,0,0,-9999,0,0,0,4000,7656.85,0,44,0,17.8568
Dataset_3_1772,BC 4682,S 160,Palearctic,Asia,China,Zhangcun-3,34.53081,111.29939,28,0,9.22923,0,-22,23,16970.6,7242.64,0,44,0,15.9138
Dataset_3_1773,BC 2918,S 105,Neotropical,South America,Brazil,Caverna Cinco Bocas,-21.12694,-47.40694,28,39899.7,-9999,0,0,0,10000,5000,0,42,0,1.5338
Dataset_3_1774,BC 2150,S 054,Nearctic,North America,United States,Mystery Cave,45.08437,-108.3,0,0,21.3137,-26,26,0,25727.9,8828.43,298.416,89,0,0
Dataset_3_1775,BC 2188,S 055,Nearctic,North America,United States,Mystery Cave,45.08437,-108.3,0,0,21.7279,-26,26,0,25727.9,8828.43,298.416,89,0,0
Dataset_3_1776,BC 4750,S 162,Indomalayan,Asia,China,Lujiangba,24.58144,98.52102,27,54001.2,12.5053,0,0,0,8000,6242.64,0,38,0,166.326
Dataset_3_1777,BC 541,S 027,Palearctic,Asia,Iran,"Shiraz, Balazar, Gelin cave",29.83333,53.01667,0,0,2.41421,-20,20,0,2414.21,7000,0,119,0,90.4791
Dataset_3_1778,BC 1476,S 039,Palearctic,Europe,United Kingdom,"Corbridge Cave, Berry head",50.4,-3.4,0,0,18,0,0,0,0,0,0,21,0,0
Dataset_3_1779,BC 1477,S 039,Palearctic,Europe,United Kingdom,Hole in the Wall 1,50.4,-3.4,0,0,18,0,0,0,0,0,0,21,0,0
Dataset_3_1780,BC 1478,S 039,Palearctic,Europe,United Kingdom,"The Cavern, Berry Head",50.4,-3.4,0,0,9.41421,0,0,0,0,0,0,21,0,0
Dataset_3_1781,BC 639,S 028,Palearctic,Africa,Algeria,Grotte aux elephants,37.06033,5.59004,0,0,11.2426,0,0,0,1414.21,0,0,24,0,0
Dataset_3_1782,BC 687,S 030,Palearctic,Asia,Iran,Ghadeh,32.95,47.23333,0,0,9.41421,0,0,0,5656.85,9071.07,0,125,0,11.0025
Dataset_3_1783,BC 683,S 030,Palearctic,Asia,Iran,Malek,33.2,47.05,0,0,40.1838,0,0,0,8242.64,5000,0,107,0,11.0025
Dataset_3_1784,BC 685,S 030,Palearctic,Asia,Iran,Kabootarlan,33.2,47.05,0,0,40.1838,0,0,0,8242.64,5000,0,107,0,11.0025
Dataset_3_1785,BC 2915,S 105,Neotropical,South America,Brazil,Caverna Olho de cabra,-21.12361,-47.41306,0,50521.1,5.37653,0,0,0,10414.2,6000,0,43,0,2.40626
Dataset_3_1786,BC 4927,S 168,Indomalayan,Asia,China,Dongwangdong,27.55435,108.73911,0,0,4.24264,0,-13,14,11242.6,9414.21,0,52,0,94.0547
Dataset_3_1787,BC 4645,S 159,Indomalayan,Asia,China,Anhua,28.25722,111.19949,30,49873,12.2473,0,-15,16,13000,9071.07,0,47,0,123.74
Dataset_3_1788,BC 2060,S 051,Nearctic,North America,United States,Spring Cave,37.00113,-102.77659,0,0,14.4853,0,0,0,36213.2,11000,0,82,0,0.0202
Dataset_3_1789,BC 1954,S 047,Nearctic,North America,Canada,Frenchman's Cave,44.69059,-62.8349,0,0,12.5086,0,0,0,0,0,0,30,0,10.7756
Dataset_3_1790,BC 3097,S 117,Neotropical,South America,Brazil,Gruta do FendÑo,-24.26667,-48.45,0,68910.8,-9999,0,0,0,4828.43,8485.28,0,37,0,1.57939
Dataset_3_1791,BC 3431,S 134,Palearctic,Europe,Bulgaria,Varteshka cave,23.55606,43.14121,0,0,24.2132,0,0,0,10414.2,10414.2,0,126,0,4.09718
Dataset_3_1792,BC 5697,S 191,Neotropical,South America,Brazil,Furna do Jasmo,-12.89116,-46.53492,0,0,5.35721,0,10,-10,16242.6,2000,0,91,0,3.30163
Dataset_3_1793,BC 5699,S 191,Neotropical,South America,Brazil,Gruta dos Moura,-12.582,-46.5167,0,0,-9999,0,22,-23,16242.6,6000,0,83,0,4.26484
Dataset_3_1794,BC 466,S 027,Palearctic,Asia,Iran,"Mamasani, Gharibkhaneh cave",30.6,51.15,0,0,9.41421,0,0,0,10656.9,8485.28,0,92,0,49.6136
Dataset_3_1795,BC 2028,S 051,Nearctic,North America,United States,Bat Cave Nepal 4,39.5501,-105.7821,0,0,21.7279,0,0,0,10899.5,8828.43,547.095,81,0,0.18484
Dataset_3_1796,BC 2032,S 051,Nearctic,North America,United States,Fixin-to-die- Cave,39.5501,-105.7821,0,0,21.7279,0,0,0,10899.5,8828.43,547.095,81,0,0.18484
Dataset_3_1797,BC 2033,S 051,Nearctic,North America,United States,Fly Cave,39.5501,-105.7821,0,0,21.7279,0,0,0,10899.5,8828.43,547.095,81,0,0.18484
Dataset_3_1798,BC 2036,S 051,Nearctic,North America,United States,Groaning Cave,39.5501,-105.7821,0,0,8.07107,0,0,0,10899.5,8828.43,547.095,81,0,0.18484
Dataset_3_1799,BC 2040,S 051,Nearctic,North America,United States,Hubbard's Cave,39.5501,-105.7821,0,0,31.6569,0,0,0,10899.5,8828.43,547.095,81,0,0.18484
