id,species,longitude,latitude,year,source,date_filter,precision_filter,precision_filter_date,neo_filter,spatial_filter,.val,.equ,.zer,.cap,.cen,.sea,.urb,.gbf,.inst,.dpl,.summary,lon,lat,bias_filter
2351,Desmodus rotundus,-40.898306,-3.808567,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-40.898306,-3.808567,TRUE
2352,Desmodus rotundus,-56.720361,-21.121694,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.720361,-21.121694,TRUE
2353,Desmodus rotundus,-43.068189,-22.007514,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.068189,-22.007514,TRUE
2354,Desmodus rotundus,-44.3625,-15.495556,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.3625,-15.495556,TRUE
2355,Desmodus rotundus,-48.618056,-16.700556,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.618056,-16.700556,TRUE
2356,Desmodus rotundus,-47.6,-15.586108,2009,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.6,-15.586108,TRUE
2357,Desmodus rotundus,-51.568889,-10.643889,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-51.568889,-10.643889,TRUE
2358,Desmodus rotundus,-43.266667,-21.55,2009,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.266667,-21.55,TRUE
2359,Desmodus rotundus,-44.001667,-19.487222,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.001667,-19.487222,TRUE
2360,Desmodus rotundus,-56.0859,-9.879407,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.0859,-9.879407,TRUE
2361,Desmodus rotundus,-52.360564,-14.557642,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-52.360564,-14.557642,TRUE
2362,Desmodus rotundus,-39.440556,-12.9175,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.440556,-12.9175,TRUE
2363,Desmodus rotundus,-50.518092,-19.007631,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-50.518092,-19.007631,TRUE
2364,Desmodus rotundus,-49.666667,-26.7,2010,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.666667,-26.7,TRUE
2365,Desmodus rotundus,-48.547894,-25.595092,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.547894,-25.595092,TRUE
2366,Desmodus rotundus,-43.909722,-14.860278,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.909722,-14.860278,TRUE
2367,Desmodus rotundus,-56.5596944444445,-9.39125,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.5596944444445,-9.39125,TRUE
2368,Desmodus rotundus,-41.793389,-20.590144,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.793389,-20.590144,TRUE
2369,Desmodus rotundus,-44.627425,-16.148556,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.627425,-16.148556,TRUE
2370,Desmodus rotundus,-54.992806,-3.054611,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-54.992806,-3.054611,TRUE
2371,Desmodus rotundus,-68.541667,-2.8825,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.541667,-2.8825,TRUE
2372,Desmodus rotundus,-43.3475,-6.658889,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.3475,-6.658889,TRUE
2373,Desmodus rotundus,-42.638519,-21.918997,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.638519,-21.918997,TRUE
2374,Desmodus rotundus,-56.290083,-20.911861,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.290083,-20.911861,TRUE
2375,Desmodus rotundus,-43.897611,-21.713389,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.897611,-21.713389,TRUE
2376,Desmodus rotundus,-44.083178,-22.445347,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.083178,-22.445347,TRUE
2377,Desmodus rotundus,-48.190556,-21.651389000000002,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.190556,-21.651389000000002,TRUE
2378,Desmodus rotundus,-39.458056,-13.8975,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.458056,-13.8975,TRUE
2379,Desmodus rotundus,-51.868608,-25.603608,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-51.868608,-25.603608,TRUE
2380,Desmodus rotundus,-38.801219,-12.674667,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.801219,-12.674667,TRUE
2381,Desmodus rotundus,-42.300078,-22.455719,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.300078,-22.455719,TRUE
2382,Desmodus rotundus,-43.144324,-3.001721,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.144324,-3.001721,TRUE
2383,Desmodus rotundus,-56.620278,-18.988333,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.620278,-18.988333,TRUE
2384,Desmodus rotundus,-48.232617,-18.786875,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.232617,-18.786875,TRUE
2385,Desmodus rotundus,-42.615278000000004,-19.718333,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.615278000000004,-19.718333,TRUE
2386,Desmodus rotundus,-41.583194,-11.599472,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.583194,-11.599472,TRUE
2387,Desmodus rotundus,-43.485167,-13.733583,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.485167,-13.733583,TRUE
2388,Desmodus rotundus,-43.75,-20.416667,2014,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.75,-20.416667,TRUE
2389,Desmodus rotundus,-41.851389,-20.419722,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.851389,-20.419722,TRUE
2390,Desmodus rotundus,-40.401389,-18.710556,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-40.401389,-18.710556,TRUE
2391,Desmodus rotundus,-56.559098,-20.902328,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.559098,-20.902328,TRUE
2392,Desmodus rotundus,-46.105056,-14.548361,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-46.105056,-14.548361,TRUE
2393,Desmodus rotundus,-59.623611,3.81944,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.623611,3.81944,TRUE
2394,Desmodus rotundus,-55.192083,-2.612361,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-55.192083,-2.612361,TRUE
2395,Desmodus rotundus,-51.255831,-23.448056,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-51.255831,-23.448056,TRUE
2396,Desmodus rotundus,-40.889969,-10.505931,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-40.889969,-10.505931,TRUE
2397,Desmodus rotundus,-42.698364,-21.907375,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.698364,-21.907375,TRUE
2398,Desmodus rotundus,-49.635278,-25.004442,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.635278,-25.004442,TRUE
2399,Desmodus rotundus,-47.700833,-23.930833,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.700833,-23.930833,TRUE
2400,Desmodus rotundus,-49.978835,-23.1710183333,2018,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.978835,-23.1710183333,TRUE
2401,Desmodus rotundus,-49.207217,-25.231667,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.207217,-25.231667,TRUE
2402,Desmodus rotundus,-47.706944,-15.657222,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.706944,-15.657222,TRUE
2403,Desmodus rotundus,-57.023333,-19.324167,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.023333,-19.324167,TRUE
2404,Desmodus rotundus,-41.804894,-20.529953,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.804894,-20.529953,TRUE
2405,Desmodus rotundus,-47.647717,-22.146541,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.647717,-22.146541,TRUE
2406,Desmodus rotundus,-42.669717,-22.044717,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.669717,-22.044717,TRUE
2407,Desmodus rotundus,-43.888889,-21.999167,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.888889,-21.999167,TRUE
2408,Desmodus rotundus,-41.678889,-20.777222,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.678889,-20.777222,TRUE
2409,Desmodus rotundus,-61.180278,4.31942,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-61.180278,4.31942,TRUE
2410,Desmodus rotundus,-40.107778,-18.987778,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-40.107778,-18.987778,TRUE
2411,Desmodus rotundus,-44.005,-14.848889,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.005,-14.848889,TRUE
2412,Desmodus rotundus,-36.478492,-9.798228,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-36.478492,-9.798228,TRUE
2413,Desmodus rotundus,-55.733331,-14.466667,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-55.733331,-14.466667,TRUE
2414,Desmodus rotundus,-67.632992,-9.765717,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.632992,-9.765717,TRUE
2415,Desmodus rotundus,-42.986883,-22.450256,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.986883,-22.450256,TRUE
2416,Desmodus rotundus,-49.498481,-24.630811,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.498481,-24.630811,TRUE
2417,Desmodus rotundus,-49.452917,-28.548033,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-49.452917,-28.548033,TRUE
2418,Desmodus rotundus,-61.8816667,-9.7386111,1986,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-61.8816667,-9.7386111,TRUE
2419,Desmodus rotundus,-38.828528,-12.355944,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.828528,-12.355944,TRUE
2420,Desmodus rotundus,-48.990833,-25.515556,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.990833,-25.515556,TRUE
2421,Desmodus rotundus,-64.645506,-3.449164,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-64.645506,-3.449164,TRUE
2422,Desmodus rotundus,-51.128331,-0.045778,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-51.128331,-0.045778,TRUE
2423,Desmodus rotundus,-47.736667,-15.516667,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.736667,-15.516667,TRUE
2424,Desmodus rotundus,-42.544556,-21.892083,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.544556,-21.892083,TRUE
2425,Desmodus rotundus,-38.882333,-12.141722,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.882333,-12.141722,TRUE
2426,Desmodus rotundus,-68.887778,-3.030556,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.887778,-3.030556,TRUE
2427,Desmodus rotundus,-52.553472,-14.750611,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-52.553472,-14.750611,TRUE
2428,Desmodus rotundus,-42.047517,-20.486897,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.047517,-20.486897,TRUE
2429,Desmodus rotundus,-38.765,-12.326944,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.765,-12.326944,TRUE
2430,Desmodus rotundus,-45.144469,-22.50575,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-45.144469,-22.50575,TRUE
2431,Desmodus rotundus,-40.9916667,-20.8983333,2006,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-40.9916667,-20.8983333,TRUE
2432,Desmodus rotundus,-57.866667,-2.566667,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.866667,-2.566667,TRUE
2433,Desmodus rotundus,-37.001944,-9.794167,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-37.001944,-9.794167,TRUE
2434,Desmodus rotundus,-52.927778000000004,-18.106389,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-52.927778000000004,-18.106389,TRUE
2435,Desmodus rotundus,-46.504639,-1.453861,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-46.504639,-1.453861,TRUE
2436,Desmodus rotundus,-52.5,-22.266667,2011,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-52.5,-22.266667,TRUE
2437,Desmodus rotundus,-56.777167,-20.708611,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.777167,-20.708611,TRUE
2438,Desmodus rotundus,-46.774306,-1.065089,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-46.774306,-1.065089,TRUE
2439,Desmodus rotundus,-39.395278,-12.969444,2017,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.395278,-12.969444,TRUE
2440,Desmodus rotundus,-50.416667,-28.83333,2007,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-50.416667,-28.83333,TRUE
2441,Desmodus rotundus,-41.643192,-20.802564,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.643192,-20.802564,TRUE
2442,Desmodus rotundus,-44.946667,-22.395278,2007,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.946667,-22.395278,TRUE
2443,Desmodus rotundus,-48.794717,-2.173889,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.794717,-2.173889,TRUE
2444,Desmodus rotundus,-56.483889,-21.125278,2017,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.483889,-21.125278,TRUE
2445,Desmodus rotundus,-48.801108,-22.5875,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.801108,-22.5875,TRUE
2446,Desmodus rotundus,-39.566111,-15.393611,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.566111,-15.393611,TRUE
2447,Desmodus rotundus,-42.096928,-21.405286,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.096928,-21.405286,TRUE
2448,Desmodus rotundus,-39.049944000000004,-13.01325,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.049944000000004,-13.01325,TRUE
2449,Desmodus rotundus,-39.473333,-12.900278,2015,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.473333,-12.900278,TRUE
2450,Desmodus rotundus,-41.864167,-20.640833,2013,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-41.864167,-20.640833,TRUE
2451,Desmodus rotundus,-39.854694,-11.663639,2010,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-39.854694,-11.663639,TRUE
2452,Desmodus rotundus,-47.995042,-19.678956,2008,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.995042,-19.678956,TRUE
2453,Desmodus rotundus,-38.967389,-13.117692,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.967389,-13.117692,TRUE
2454,Desmodus rotundus,-48.345333,-14.130944,2011,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-48.345333,-14.130944,TRUE
2455,Desmodus rotundus,-42.916667,-20.75,2014,salve,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.916667,-20.75,TRUE
2456,Desmodus rotundus,-38.613333,-12.637139,2009,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.613333,-12.637139,TRUE
2457,Desmodus rotundus,-50.313972,-25.852606,2012,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-50.313972,-25.852606,TRUE
2458,Desmodus rotundus,-43.839702,-3.534447,2014,salve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.839702,-3.534447,TRUE
